sumission time in day (1=24 hours)
0.521527778
0.514583333
0.518055556
0.549305556
0.517361111
0.518055556
0.518055556
0.513194444
0.529166667
0.543055556
0.514583333
0.514583333
0.514583333
0.536111111
0.513194444
0.527083333
0.540972222
0.528472222
0.514583333
0.514583333
0.516666667
0.537673611
0.514756944
0.528645833
0.542534722
0.530034722
0.516145833
0.516145833
0.518229167
0.515162037
0.525578704
0.539467593
0.517939815
0.518634259
0.518634259
0.522453704
0.519675926
0.537037037
0.522453704
0.521064815
0.52037037
0.52037037
0.518981481
0.521064815
0.533564815
0.518981481
0.521064815
0.521759259
